doc_index,topic_id,norm_topic_weight,yr_mnth
857,6,0.50346,2017-07
858,6,0.87695354,2017-07
859,6,0.6478828,2017-07
860,6,0.41006258,2017-07
861,9,0.64735377,2017-07
862,6,0.7625074,2017-07
863,5,0.4735507,2017-07
864,6,0.5529912,2018-06
865,6,0.472029,2017-07
866,6,0.53184783,2017-06
867,6,0.6856808,2017-06
868,6,0.3616773,2017-06
869,6,0.63495725,2017-06
870,6,0.9102718,2017-06
871,6,0.57524616,2017-06
872,5,0.3134697,2017-06
873,9,0.6081604,2017-06
874,9,0.49233013,2018-06
875,6,0.6975625,2017-06
876,6,0.7269973,2017-06
877,4,0.55189526,2017-06
878,5,0.29200235,2017-06
879,4,0.67800915,2017-06
880,6,0.9184527,2017-06
881,6,0.9610831,2017-06
882,9,0.7845882,2017-06
883,6,0.92684716,2017-06
884,5,0.32897118,2017-06
885,5,0.35183468,2018-06
886,6,0.9977829,2017-06
887,6,0.83571124,2017-06
888,6,0.47059646,2017-06
889,3,0.671724,2017-06
890,6,0.6777908,2017-06
891,8,0.52201146,2017-06
892,8,0.51747537,2017-06
893,6,0.8961887,2017-06
894,8,0.5029797,2017-06
895,6,0.674037,2017-06
896,6,0.62292,2018-06
897,3,0.30901214,2017-06
898,6,0.88305026,2017-06
899,6,0.5314879,2017-06
900,8,0.67345166,2017-06
901,6,0.6566355,2017-06
902,6,0.9147681,2017-06
903,9,0.55341625,2017-06
904,9,0.87822574,2017-06
905,6,0.83181685,2017-06
906,6,0.66038716,2017-06
907,8,0.32471466,2018-06
908,6,0.5551117,2017-06
909,6,0.86699945,2017-06
910,6,0.51764446,2017-06
911,6,0.37881985,2017-06
912,6,0.5094337,2017-06
913,6,0.51193696,2017-06
914,2,0.5704342,2017-06
915,6,0.39350715,2017-06
916,6,0.8699755,2017-06
917,5,0.5792241,2017-06
918,6,0.85836965,2018-07
919,6,0.8802334,2018-06
920,8,0.39494497,2017-06
921,6,0.41149393,2017-06
922,5,0.7598998,2017-06
923,6,0.7180133,2017-06
924,6,0.3382134,2017-06
925,6,0.57635343,2017-06
926,6,0.69564,2017-06
927,8,0.84107953,2017-06
928,6,0.66188365,2017-06
929,6,0.87887895,2017-06
930,6,0.82360053,2017-06
931,4,0.61586964,2017-05
932,6,0.5474773,2017-05
933,6,0.6489518,2017-05
934,6,0.5911815,2017-05
935,6,0.8131906,2017-05
936,6,0.5997716,2017-05
937,4,0.5138715,2017-05
938,6,0.8080922,2018-06
939,6,0.84327126,2017-05
940,6,0.7444397,2017-05
941,6,0.8233954,2017-05
942,6,0.9761977,2017-05
943,6,0.53163767,2017-05
944,6,0.65963376,2017-05
945,3,0.48010606,2017-05
946,6,0.76205695,2017-05
947,6,0.75111836,2017-05
948,6,0.99660265,2017-05
949,6,0.40755767,2018-06
950,6,0.98549336,2017-05
951,6,0.7773733,2017-05
952,6,0.90585494,2017-05
953,9,0.6437429,2017-05
954,9,0.9911745,2017-05
955,8,0.37938994,2017-05
956,3,0.8541657,2017-05
957,6,0.39018533,2017-05
958,6,0.4668689,2017-05
959,6,0.839478,2018-06
960,6,0.83692217,2017-05
961,6,0.827585,2017-05
962,6,0.6389825,2017-05
963,6,0.80579615,2017-05
964,6,0.87483215,2017-05
965,6,0.67664546,2017-04
966,6,0.9821112,2017-04
967,6,0.45102555,2017-04
968,5,0.78480065,2017-04
969,5,0.44770834,2018-06
970,6,0.52956045,2017-04
971,9,0.66278136,2017-04
972,6,0.7405975,2017-04
973,9,0.68325007,2017-04
974,4,0.349463,2017-04
975,6,0.5333234,2017-04
976,6,0.5229415,2017-04
977,6,0.438286,2017-04
978,1,0.6153797,2017-04
979,6,0.54364264,2018-06
980,4,0.5733789,2017-04
981,6,0.59801024,2017-04
982,6,0.5135594,2017-04
983,6,0.6558473,2017-04
984,6,0.65803474,2017-04
985,6,0.53570867,2017-04
986,6,0.6726785,2017-04
987,4,0.613389,2017-04
988,3,0.60678566,2017-04
989,6,0.38752627,2017-04
990,6,0.855032,2018-06
991,6,0.8927345,2017-04
992,6,0.6668556,2017-04
993,6,0.9148487,2017-04
994,6,0.36364546,2017-04
995,6,0.5431635,2017-03
996,6,0.36673293,2017-03
997,6,0.5751972,2017-03
998,6,0.82868516,2017-03
999,6,0.41900927,2017-03
1000,6,0.9811565,2017-03
1001,6,0.6803986,2018-06
1002,6,0.7168052,2017-03
1003,6,0.99237126,2017-03
1004,6,0.7883453,2017-03
1005,6,0.7532126,2017-03
1006,6,0.95178735,2017-03
1007,6,0.5750694,2017-03
1008,6,0.6149356,2017-03
1009,6,0.53738993,2017-03
1010,6,0.67854214,2018-06
1011,4,0.49582183,2017-03
1012,6,0.8909955,2017-03
1013,6,0.8391973,2017-03
1014,6,0.6417106,2017-03
1015,6,0.9943025,2017-03
1016,6,0.9940381,2017-03
1017,6,0.83800614,2017-03
1018,6,0.89279115,2017-03
1019,6,0.8767465,2017-03
1020,6,0.9857112,2017-03
1021,6,0.78397363,2018-07
1022,6,0.9964558,2018-06
1023,8,0.4581068,2017-03
1024,6,0.59968305,2017-03
1025,6,0.750917,2017-03
1026,6,0.51660544,2017-03
1027,7,0.4112458,2017-03
1028,5,0.2876088,2017-03
1029,6,0.44343826,2017-03
1030,4,0.5497148,2017-03
1031,5,0.8009293,2017-03
1032,5,0.5109059,2017-03
1033,8,0.6462159,2018-06
1034,6,0.41076198,2017-03
1035,4,0.39571768,2017-03
1036,6,0.45052844,2017-03
1037,6,0.4897389,2017-03
1038,6,0.46088055,2017-03
1039,4,0.92625463,2017-02
1040,9,0.4047915,2017-02
1041,3,0.6363036,2017-02
1042,2,0.50158656,2018-06
1043,6,0.43128574,2017-02
1044,6,0.98695374,2017-02
1045,6,0.76273316,2017-02
1046,5,0.31472677,2017-02
1047,6,0.4002294,2017-02
1048,6,0.91656697,2017-02
1049,5,0.4525997,2017-02
1050,6,0.62405163,2017-02
1051,9,0.96744096,2017-02
1052,5,0.2983155,2017-02
1053,6,0.6311363,2018-06
1054,6,0.66281974,2017-02
1055,6,0.7726952,2017-02
1056,6,0.89621544,2017-02
1057,6,0.76109695,2017-02
1058,8,0.50181615,2017-02
1059,6,0.73480564,2017-02
1060,4,0.8745937,2017-02
1061,6,0.6730324,2017-02
1062,6,0.7610474,2018-06
1063,6,0.99357015,2017-02
1064,6,0.6330964,2017-02
1065,6,0.40551662,2017-02
1066,6,0.5947493,2017-02
1067,6,0.79135936,2017-02
1068,0,0.53085166,2017-01
1069,6,0.8045589,2017-01
1070,6,0.987997,2017-01
1071,6,0.5993548,2017-01
1072,6,0.62388635,2018-06
1073,6,0.9599981,2017-01
1074,3,0.6714449,2017-01
1075,6,0.8905902,2017-01
1076,6,0.3502951,2017-01
1077,6,0.7561849,2017-01
1078,6,0.707851,2017-01
1079,6,0.7256406,2017-01
1080,6,0.4404846,2017-01
1081,4,0.50253934,2017-01
1082,6,0.9367075,2018-06
1083,6,0.9189973,2017-01
1084,4,0.34641942,2017-01
1085,6,0.43022874,2017-01
1086,6,0.6817547,2017-01
1087,6,0.601766,2017-01
1088,2,0.523762,2017-01
1089,6,0.79844385,2017-01
1090,6,0.7721153,2017-01
1091,6,0.62548864,2017-01
1092,6,0.4251711,2018-06
1093,6,0.61312884,2016-12
1094,8,0.5686552,2016-12
1095,6,0.66376996,2016-12
1096,6,0.59077996,2016-12
1097,8,0.35870445,2016-12
1098,6,0.99189013,2016-12
1099,8,0.5169908,2016-12
1100,6,0.44900548,2016-12
1101,4,0.3479038,2016-12
1102,6,0.67737854,2018-06
1103,9,0.44234693,2016-12
1104,6,0.57788056,2016-12
1105,6,0.73363787,2016-12
1106,6,0.75712067,2018-06
1107,6,0.98332906,2016-12
1108,6,0.5000921,2016-12
1109,5,0.5071616,2018-06
1110,3,0.6027718,2018-06
1111,5,0.6173269,2018-03
1112,5,0.82198524,2018-03
1113,6,0.7278745,2018-03
1114,5,0.3841391,2018-03
1115,5,0.6056912,2018-03
1116,5,0.9440439,2018-03
1117,5,0.81123185,2018-03
1118,3,0.49985972,2018-03
1119,5,0.512037,2018-03
1120,7,0.34069937,2018-06
1121,5,0.5670124,2018-02
1122,3,0.49653402,2018-02
1123,5,0.7612019,2018-02
1124,7,0.5187467,2018-02
1125,6,0.57941896,2018-02
1126,5,0.5572238,2018-02
1127,5,0.75092137,2018-02
1128,6,0.39275712,2018-02
1129,8,0.45432726,2018-02
1130,6,0.41422653,2018-02
1131,7,0.38612235,2018-06
1132,5,0.5822231,2018-02
1133,3,0.4218753,2018-02
1134,5,0.8545116,2018-02
1135,5,0.61525327,2018-02
1136,2,0.49977925,2018-02
1137,5,0.31514493,2018-02
1138,5,0.4316391,2018-02
1139,3,0.72613364,2018-01
1140,5,0.4178553,2018-01
1141,3,0.7720348,2018-01
1142,5,0.8391192,2018-06
1143,5,0.47583827,2018-01
1144,6,0.48127434,2018-01
1145,5,0.6349483,2018-01
1146,3,0.33708656,2018-01
1147,5,0.44331297,2018-01
1148,5,0.6018308,2018-01
1149,5,0.58848476,2018-01
1150,3,0.7231469,2018-01
1151,6,0.4622516,2018-01
1152,3,0.3611248,2018-01
1153,8,0.57125044,2018-06
1154,5,0.6521304,2018-01
1155,1,0.55164546,2018-01
1156,3,0.54322696,2018-01
1157,8,0.33443594,2018-01
1158,3,0.7760131,2018-01
1159,7,0.7922114,2018-01
1160,5,0.81313205,2018-01
1161,6,0.5153807,2018-01
1162,3,0.61600953,2017-12
1163,5,0.65754783,2017-12
1164,5,0.44271898,2018-06
1165,5,0.62763584,2017-12
1166,7,0.3272378,2017-12
1167,5,0.64987886,2017-12
1168,6,0.40497455,2017-12
1169,2,0.66687393,2017-11
1170,8,0.33640262,2018-06
1171,5,0.40535888,2017-11
1172,5,0.5433603,2017-11
1173,5,0.48730695,2017-11
1174,5,0.31181625,2017-11
1175,3,0.9888866,2017-11
1176,7,0.32932338,2017-11
1177,7,0.31366295,2017-11
1178,4,0.5157279,2017-11
1179,5,0.6166701,2017-11
1180,1,0.2300514,2017-11
1181,5,0.5424327,2018-06
1182,6,0.36776918,2017-11
1183,5,0.6055995,2017-11
1184,5,0.72387207,2017-11
1185,5,0.48270142,2017-11
1186,6,0.6584612,2017-10
1187,1,0.52557373,2017-10
1188,5,0.6254696,2017-10
1189,3,0.4274358,2017-10
1190,5,0.692833,2017-10
1191,5,0.5164271,2017-10
1192,5,0.44287568,2018-06
1193,3,0.4843831,2017-10
1194,5,0.42815518,2017-10
1195,3,0.5335844,2017-10
1196,5,0.2771573,2017-10
1197,6,0.35974002,2017-10
1198,5,0.6877169,2017-10
1199,5,0.4817776,2017-10
1200,5,0.69742644,2017-10
1201,8,0.44042155,2017-10
1202,5,0.8992361,2017-10
1203,1,0.6262167,2018-06
1204,6,0.70699906,2017-10
1205,5,0.3634072,2017-10
1206,8,0.41101685,2017-10
1207,6,0.6850347,2017-10
1208,6,0.38466415,2017-10
1209,3,0.9878357,2017-09
1210,5,0.4977163,2017-09
1211,1,0.4475625,2017-09
1212,1,0.6197173,2017-09
1213,6,0.3542599,2017-09
1214,5,0.40398592,2018-06
1215,6,0.23123476,2018-06
1216,6,0.55038124,2017-09
1217,5,0.99296755,2017-09
1218,8,0.53316486,2017-09
1219,3,0.38939807,2017-09
1220,5,0.5277444,2017-09
1221,3,0.8610265,2017-09
1222,5,0.6311447,2017-09
1223,5,0.90696365,2017-08
1224,5,0.5607456,2017-08
1225,1,0.427829,2017-08
1226,5,0.42433578,2018-06
1227,5,0.79040515,2017-08
1228,0,0.3821717,2017-08
1229,5,0.95481294,2017-08
1230,1,0.49342272,2017-08
1231,5,0.66578424,2017-08
1232,4,0.4507194,2017-08
1233,5,0.9930218,2017-08
1234,3,0.57166183,2017-08
1235,6,0.44504115,2017-07
1236,5,0.74753404,2017-07
1237,5,0.9891543,2018-06
1238,6,0.7179919,2017-07
1239,5,0.5627323,2017-07
1240,5,0.6098487,2017-07
1241,5,0.93118787,2017-07
1242,8,0.6374547,2017-07
1243,6,0.63835293,2017-07
1244,4,0.3699014,2017-07
1245,5,0.9628787,2017-06
1246,5,0.7578243,2017-06
1247,1,0.46695864,2017-06
1248,5,0.62413955,2018-06
1249,6,0.68906075,2017-06
1250,5,0.51934636,2017-06
1251,3,0.51232797,2017-06
1252,6,0.44660568,2017-06
1253,5,0.987497,2017-06
1254,6,0.4165145,2017-06
1255,6,0.47921452,2017-06
1256,5,0.8918516,2017-06
1257,3,0.8267415,2017-06
1258,5,0.515917,2017-06
1259,7,0.3920529,2018-06
1260,6,0.50702643,2017-06
1261,5,0.44502985,2017-06
1262,5,0.77978384,2017-06
1263,5,0.856254,2017-06
1264,5,0.38560593,2017-05
1265,5,0.67277765,2017-05
1266,5,0.57680017,2017-05
1267,5,0.52066934,2017-05
1268,5,0.5165276,2017-05
1269,5,0.5469877,2017-05
1270,8,0.4114279,2018-05
1271,3,0.5644868,2017-05
1272,6,0.513446,2017-05
1273,1,0.48716807,2017-05
1274,5,0.937654,2017-05
1275,5,0.7902405,2017-05
1276,6,0.45052728,2017-04
1277,5,0.42307353,2017-04
1278,5,0.5476914,2017-04
1279,5,0.7832357,2017-04
1280,5,0.4618701,2018-05
1281,5,0.6083074,2017-04
1282,6,0.3465138,2017-04
1283,6,0.56997657,2017-04
1284,3,0.44232154,2017-04
1285,5,0.73203415,2017-04
1286,5,0.6417975,2017-04
1287,5,0.8586807,2017-03
1288,5,0.9915064,2017-03
1289,5,0.82055765,2017-03
1290,5,0.816318,2017-03
1291,6,0.38849565,2018-05
1292,6,0.32938614,2017-03
1293,5,0.94229555,2017-03
1294,5,0.62608504,2017-03
1295,5,0.40636545,2017-03
1296,5,0.6593127,2017-03
1297,5,0.5061971,2017-02
1298,5,0.5700076,2017-02
1299,5,0.6285268,2017-02
1300,5,0.6789411,2017-01
1301,8,0.47598204,2017-01
1302,5,0.5830593,2018-05
1303,5,0.75997627,2017-01
1304,5,0.43383422,2017-01
1305,5,0.41774565,2017-01
1306,5,0.7155059,2017-01
1307,6,0.53121907,2017-01
1308,5,0.58807456,2017-01
1309,5,0.5295821,2017-01
1310,5,0.521994,2017-01
1311,5,0.6200472,2017-01
1312,3,0.45898226,2017-01
1313,3,0.28841066,2018-05
1314,5,0.40623683,2018-06
1315,5,0.95416296,2018-05
1316,6,0.7455177,2018-05
1317,3,0.36157286,2018-05
1318,6,0.5838354,2018-05
1319,5,0.6795852,2018-05
1320,5,0.8533955,2018-05
1321,3,0.29702926,2018-05
1322,1,0.6208535,2018-05
1323,5,0.55411375,2018-05
1324,5,0.39750522,2018-05
1325,4,0.3384099,2018-06
1326,7,0.46768937,2018-05
1327,6,0.41891274,2018-05
1328,6,0.3265047,2018-05
1329,8,0.3284757,2018-05
1330,5,0.32688195,2018-04
1331,0,0.3146673,2018-04
1332,6,0.51155925,2018-04
1333,3,0.43160665,2018-04
1334,5,0.6022025,2018-06
1335,5,0.70331365,2018-04
1336,6,0.50481135,2018-04
1337,7,0.5299873,2018-04
1338,8,0.33870894,2018-04
1339,7,0.53809756,2018-04
1340,4,0.4185566,2018-04
1341,5,0.7598623,2018-04
1342,5,0.57324594,2018-04
1343,5,0.49882624,2018-04
1344,5,0.4410874,2018-04
1345,5,0.5863211,2018-06
1346,6,0.6937496,2018-04
1347,3,0.52324915,2018-04
1348,6,0.5145,2018-04
1349,5,0.6760185,2018-04
1350,3,0.5525837,2018-04
1351,5,0.6434552,2018-04
1352,3,0.68144256,2018-04
1353,4,0.32092264,2018-04
1354,5,0.5518414,2018-04
1355,5,0.8636842,2018-04
1356,5,0.4057336,2018-06
1357,5,0.6023141,2018-04
1358,5,0.5245156,2018-04
1359,5,0.93219167,2018-04
1360,6,0.5913863,2018-04
1361,6,0.63573134,2018-04
1362,6,0.39878827,2018-04
1363,5,0.9013588,2018-04
1364,3,0.44063655,2018-04
1365,5,0.6131719,2018-04
1366,4,0.44068158,2018-04
1367,3,0.5804984,2018-06
1368,5,0.66745484,2018-03
1369,6,0.6143859,2018-03
1370,5,0.9939987,2018-03
1371,5,0.5055692,2018-03
1372,3,0.4459126,2018-03
1373,3,0.46143967,2018-03
1374,0,0.3775372,2018-03
1375,5,0.44973105,2018-03
1376,1,0.8113975,2018-03
1377,5,0.8243536,2018-03
1378,3,0.9931803,2018-06
1379,5,0.5353168,2018-03
1380,5,0.6616537,2018-03
1381,5,0.53091794,2018-03
1382,5,0.98524237,2018-03
1383,5,0.9915081,2018-03
1384,5,0.56527704,2018-03
1385,2,0.63417745,2018-07
1386,3,0.4267461,2018-07
1387,7,0.5591106,2018-07
1388,6,0.40475938,2018-04
1389,8,0.5523977,2018-04
1390,8,0.7296824,2018-04
1391,1,0.42854977,2018-04
1392,1,0.5564375,2018-04
1393,8,0.65562326,2018-04
1394,0,0.5929115,2018-04
1395,8,0.72700083,2018-03
1396,7,0.6864067,2018-03
1397,7,0.6816581,2018-03
1398,5,0.37601173,2018-07
1399,9,0.7531033,2018-03
1400,7,0.5960188,2018-03
1401,3,0.59191626,2018-03
1402,1,0.5191503,2018-03
1403,8,0.24825534,2018-03
1404,7,0.49773353,2018-03
1405,8,0.41539457,2018-03
1406,3,0.7443454,2018-03
1407,7,0.56417114,2018-03
1408,7,0.8149784,2018-03
1409,7,0.53858197,2018-07
1410,3,0.6816746,2018-03
1411,8,0.62126905,2018-03
1412,7,0.3329353,2018-03
1413,8,0.5694365,2018-03
1414,4,0.3776951,2018-03
1415,8,0.54230225,2018-03
1416,1,0.74539125,2018-03
1417,7,0.62242866,2018-03
1418,0,0.5195253,2018-03
1419,1,0.39294913,2018-03
1420,8,0.71758604,2018-07
1421,3,0.47069764,2018-03
1422,4,0.44137713,2018-03
1423,7,0.5878906,2018-03
1424,8,0.8847556,2018-03
1425,7,0.5807246,2018-03
1426,3,0.38227087,2018-03
1427,7,0.5041238,2018-03
1428,7,0.48480713,2018-03
1429,8,0.3988682,2018-03
1430,0,0.5711599,2018-03
1431,4,0.9935703,2018-07
1432,8,0.5167308,2018-03
1433,5,0.3630221,2018-03
1434,8,0.53328216,2018-03
1435,2,0.47837555,2018-03
1436,8,0.28338966,2018-03
1437,7,0.88545895,2018-03
1438,4,0.6316258,2018-03
1439,2,0.30154333,2018-03
1440,9,0.484234,2018-03
1441,7,0.568279,2018-03
1442,7,0.8095898,2018-07
1443,2,0.98333055,2018-03
1444,8,0.502014,2018-03
1445,2,0.5360075,2018-03
1446,0,0.53780526,2018-03
1447,2,0.3784276,2018-03
1448,0,0.5535223,2018-03
1449,7,0.4392323,2018-03
1450,8,0.51320404,2018-03
1451,8,0.6358612,2018-03
1452,1,0.5114873,2018-03
1453,7,0.4388182,2018-07
1454,7,0.8744532,2018-03
1455,7,0.8962403,2018-03
1456,7,0.7767554,2018-03
1457,3,0.69147176,2018-03
1458,2,0.5191845,2018-03
1459,7,0.275994,2018-03
1460,3,0.47375056,2018-03
1461,9,0.4482464,2018-03
1462,1,0.5159253,2018-03
1463,7,0.697123,2018-03
1464,7,0.990866,2018-07
1465,1,0.61599725,2018-03
1466,2,0.6332871,2018-03
1467,3,0.5129498,2018-03
1468,3,0.60679466,2018-03
1469,3,0.5170437,2018-03
1470,3,0.5386149,2018-03
1471,7,0.57221305,2018-03
1472,2,0.5930455,2018-03
1473,7,0.5845929,2018-03
1474,7,0.61250496,2018-03
1475,7,0.95252615,2018-07
1476,7,0.5583655,2018-03
1477,7,0.43035796,2018-03
1478,7,0.49356413,2018-03
1479,7,0.59276664,2018-03
1480,7,0.58897066,2018-03
1481,7,0.71225375,2018-03
1482,4,0.7683438,2018-03
1483,7,0.5504417,2018-03
1484,7,0.9914274,2018-03
1485,7,0.32384235,2018-03
1486,3,0.74399096,2018-07
1487,5,0.46757895,2018-03
1488,7,0.9637414,2018-03
1489,2,0.48375964,2018-03
1490,7,0.7560069,2018-03
1491,7,0.70759135,2018-03
1492,0,0.45922023,2018-03
1493,1,0.5606506,2018-03
1494,1,0.44128957,2018-03
1495,3,0.5218618,2018-03
1496,7,0.48843005,2018-03
1497,8,0.58929056,2018-07
1498,0,0.6084103,2018-07
1499,2,0.4005703,2018-03
1500,1,0.5271068,2018-03
1501,4,0.65444505,2018-03
1502,1,0.47433648,2018-03
1503,4,0.94740534,2018-03
1504,8,0.33695164,2018-03
1505,3,0.790243,2018-03
1506,7,0.5118365,2018-03
1507,3,0.6033264,2018-03
1508,7,0.64169025,2018-03
1509,2,0.43652242,2018-07
1510,7,0.5158816,2018-03
1511,5,0.8917037,2018-03
1512,3,0.80890715,2018-03
1513,7,0.4391391,2018-03
1514,3,0.7978119,2018-03
1515,2,0.72379225,2018-03
1516,7,0.8147499,2018-03
1517,7,0.9774967,2018-03
1518,8,0.43922648,2018-03
1519,2,0.8991826,2018-03
1520,5,0.45492753,2018-07
1521,3,0.58077025,2018-03
1522,7,0.72841644,2018-03
1523,4,0.56238794,2018-03
1524,6,0.6395556,2018-03
1525,0,0.39094242,2018-03
1526,5,0.7131448,2018-03
1527,0,0.32506546,2018-03
1528,8,0.6371098,2018-03
1529,8,0.7098045,2018-03
1530,7,0.822864,2018-03
1531,5,0.6952676,2018-07
1532,0,0.48668545,2018-03
1533,8,0.44047728,2018-03
1534,7,0.6783042,2018-03
1535,7,0.44146687,2018-03
1536,0,0.49819902,2018-03
1537,7,0.34385327,2018-03
1538,2,0.38436732,2018-03
1539,9,0.6866628,2018-03
1540,4,0.638981,2018-03
1541,7,0.64029634,2018-03
1542,2,0.5170756,2018-07
1543,5,0.44320777,2018-03
1544,3,0.567239,2018-03
1545,1,0.63485336,2018-03
1546,0,0.42390695,2018-03
1547,0,0.40122107,2018-03
1548,7,0.62158275,2018-03
1549,7,0.7302508,2018-03
1550,7,0.37125334,2018-03
1551,7,0.3985622,2018-03
1552,3,0.3893739,2018-03
1553,7,0.84512955,2018-07
1554,8,0.43782008,2018-03
1555,2,0.5943206,2018-03
1556,8,0.8570322,2018-03
1557,2,0.6046564,2018-03
1558,1,0.6944193,2018-03
1559,0,0.82236874,2018-03
1560,9,0.2935724,2018-03
1561,7,0.4346672,2018-03
1562,6,0.5892114,2018-03
1563,0,0.4475667,2018-03
1564,7,0.40083554,2018-07
1565,7,0.52962816,2018-03
1566,4,0.99090743,2018-03
1567,7,0.9115867,2018-03
1568,8,0.6693436,2018-03
1569,3,0.5069151,2018-03
1570,8,0.4569737,2018-03
1571,7,0.83603084,2018-03
1572,4,0.50117457,2018-03
1573,7,0.5873407,2018-03
1574,7,0.99052423,2018-03
1575,0,0.5479249,2018-07
1576,1,0.809538,2018-03
1577,8,0.76728773,2018-03
1578,7,0.309165,2018-03
1579,3,0.707163,2018-03
1580,8,0.69025886,2018-03
1581,7,0.54959923,2018-03
1582,7,0.9934773,2018-03
1583,0,0.5249176,2018-03
1584,7,0.59760314,2018-03
1585,4,0.8709221,2018-03
1586,2,0.7027566,2018-07
1587,5,0.78919643,2018-03
1588,2,0.869768,2018-03
1589,2,0.5104855,2018-03
1590,0,0.99627995,2018-03
1591,8,0.7360957,2018-03
1592,8,0.8653621,2018-03
1593,3,0.43994915,2018-03
1594,2,0.8182577,2018-03
1595,9,0.5721698,2018-03
1596,4,0.6161584,2018-03
1597,7,0.73587286,2018-07
1598,7,0.4625137,2018-03
1599,8,0.95459,2018-03
1600,7,0.4856202,2018-03
1601,7,0.443334,2018-03
1602,0,0.8491195,2018-03
1603,0,0.34204927,2018-03
1604,0,0.55019003,2018-03
1605,7,0.33718804,2018-03
1606,7,0.4520597,2018-03
1607,1,0.4543299,2018-03
1608,3,0.7778739,2018-07
1609,1,0.77045935,2018-07
1610,8,0.7884279,2018-03
1611,7,0.43083808,2018-03
1612,6,0.27077448,2018-03
1613,7,0.6964141,2018-03
1614,8,0.29396558,2018-03
1615,4,0.45218408,2018-03
1616,7,0.5426282,2018-03
1617,1,0.4298289,2018-03
1618,8,0.6075918,2018-03
1619,7,0.4425509,2018-03
1620,6,0.45248747,2018-07
1621,2,0.6189966,2018-03
1622,6,0.5626917,2018-03
1623,7,0.5329536,2018-03
1624,7,0.5957846,2018-03
1625,3,0.44619638,2018-03
1626,6,0.55020124,2018-03
1627,7,0.7525099,2018-03
1628,7,0.6079222,2018-03
1629,7,0.56379014,2018-03
1630,4,0.52164745,2018-03
1631,7,0.5041417,2018-07
1632,4,0.30201334,2018-03
1633,4,0.32589653,2018-03
1634,7,0.5576837,2018-03
1635,3,0.61708087,2018-03
1636,7,0.33979055,2018-03
1637,7,0.8098749,2018-03
1638,7,0.77957636,2018-03
1639,8,0.34743953,2018-03
1640,2,0.2678627,2018-03
1641,4,0.72618145,2018-03
1642,4,0.713434,2018-07
1643,8,0.32952383,2018-03
1644,9,0.6139571,2018-03
1645,7,0.61835504,2018-03
1646,8,0.7892758,2018-03
1647,8,0.6023379,2018-03
1648,1,0.34573984,2018-03
1649,1,0.3975562,2018-03
1650,6,0.3022391,2018-03
1651,7,0.475151,2018-03
1652,8,0.9921032,2018-03
1653,8,0.5439708,2018-07
1654,4,0.5263062,2018-03
1655,8,0.422222,2018-03
1656,8,0.6780314,2018-03
1657,6,0.37982303,2018-03
1658,7,0.7079542,2018-03
1659,7,0.73331046,2018-03
1660,8,0.648456,2018-03
1661,0,0.52165204,2018-03
1662,5,0.3005432,2018-03
1663,3,0.42005086,2018-03
1664,3,0.5361491,2018-07
1665,2,0.9968077,2018-03
1666,2,0.58643174,2018-03
1667,3,0.5369298,2018-03
1668,0,0.7618849,2018-03
1669,3,0.59377974,2018-03
1670,8,0.526706,2018-03
1671,0,0.5059221,2018-03
1672,8,0.96895826,2018-03
1673,7,0.54176575,2018-03
1674,1,0.6086798,2018-03
1675,7,0.70499504,2018-07
1676,0,0.5143392,2018-03
1677,5,0.4512567,2018-03
1678,1,0.8052391,2018-03
1679,2,0.54504585,2018-03
1680,7,0.7546006,2018-03
1681,7,0.6635346,2018-03
1682,4,0.9946415,2018-03
